388090.8383627435,-480566.2389727125,36.6192777937,59.2636025396,40.0196122270,2683.6058812600
1126270.8025257357,-1928213.9333842800,13.7415821702,17.8976640037,15.5011309972,2687.2173686700
1069906.6099362958,-1807790.2696225191,14.5036372699,18.4683732395,16.9963741129,2800.5725199500
-736949.3474217188,-585045.3508833438,8.3465295243,11.9437648600,9.9552479927,1644.7629979300
-459676.7277754345,843173.5879187158,25.4459115782,75.8643099418,36.5085839593,2954.5164571200
135051.4127507512,891057.3840086226,12.3011586762,31.5550097863,19.3208784936,3328.7219031200
-405668.9560503983,903940.9629795953,20.6157246252,55.0203625563,30.0590165133,3197.0778493500
-323249.2717161929,887917.6547540620,6.5799737877,11.4922869550,8.9219554227,2943.8898872600
-160225.9894843643,935217.4226873710,13.6273022495,27.4034688337,17.1105775845,3331.0358239300
-117166.1351854132,926183.5039344882,11.9827082824,37.4280108496,19.0485224362,3048.3860135400
-93541.2383662331,906012.8878649853,18.9680216194,33.0231365704,22.8677761932,3183.1260517400
30071.1776700510,772063.7350741144,12.7184065357,26.4546796407,17.3748170656,2984.0356994600
73259.4914768908,704208.0999016446,13.0390024049,22.0731192324,17.3283424753,2591.3812617100
-1281807.7910834991,130909.1902874711,10.1356112559,13.8536396593,12.0929081142,2452.6290127500
-462807.7068310272,981226.2831618572,10.3831625052,28.7077489744,18.0234374130,2704.1404222100
-408188.2846062809,1029079.6737822015,19.3811182336,26.5662225346,18.5497479123,1978.0638471900
-341445.6694258873,1110791.6744198292,14.8337990896,19.3163830945,16.9498143671,1888.1743465900
-344740.7658839075,1125050.2424087718,10.3997827373,12.1944306474,11.6508953767,2183.6306533800
-302074.0350799687,1185928.4684108768,10.1316379820,17.7115117525,12.9314289849,2341.0334922000
-224462.1590295222,1149636.0082724635,17.0971685981,30.3132674327,22.9041719160,2305.0437254200
-317669.3674545438,-520386.2064721349,16.6863421135,26.8802339067,18.4377734377,874.7152369100
-261371.7806104766,-631163.3106357562,14.5654415215,38.0162141157,21.3428736468,637.3916707300
-294999.7865019917,-500803.1516210811,9.1126665556,22.4980016135,13.5030252021,1125.2481647100
-279683.8575853159,-560658.1836031136,6.9199517201,11.6596090141,8.8826494494,797.1872827290
-1413716.5405126258,-429322.8042347259,16.7775338822,45.9807382740,27.0842628847,2335.8805429600
-1402439.7761483397,-407042.4570685634,7.9224045306,24.4503653001,14.3072451214,2347.6059404700
-1377329.1859118522,-394937.0158634864,11.0959185931,21.6016927510,15.7203918232,2557.3048156500
-1462707.9460551797,-447874.1945139137,18.8126417486,31.4766039732,21.2311520239,2141.4825363000
2083616.6183627509,-656753.3371233962,13.9870874795,50.7814210448,26.7979690107,3508.4505711600
1968966.5132267177,-738479.2369112949,18.1795209508,46.5651933349,30.0635304210,3912.5724851800
-359355.9646252891,-533861.2602556137,10.4381872236,22.2200746595,15.4156579436,1006.5042849000
1339566.6265351798,-405477.9547617564,9.0356811596,9.2371593209,9.2564229189,3438.9902271200
-456929.8552688218,-488917.5032394656,8.3553166961,10.1048695355,9.7449617060,1418.6053432800
-537916.0686565746,-501844.6235066726,8.3880535012,11.2357042364,9.8992810720,1020.6605568000
-647497.7369177097,-282909.8469567539,12.8749323750,14.7919846007,14.3872295782,2505.8052593300
2229281.6443811832,-669534.2453140528,26.7470719399,28.5942694464,27.3635383682,3047.3925109500
1993671.1740918544,-1225392.6703401608,13.8725201823,15.5628764013,14.9976045519,2238.1881782400
