-787236.4894328444,-696478.2834294969,14.9291553329,15.8095699858,15.7292406538,2034.2263461200
-836912.0136918348,-707122.6411306392,10.6169835284,12.3486084608,11.6843016687,2342.6526413700
-871737.0760046390,-648388.3675387020,10.3598363056,16.1531302163,13.3728796934,2157.2316013000
-821615.6015237260,-587141.0583244509,14.0584275244,22.8986636735,18.9366454935,2283.6069729500
-847600.6975341036,-571712.8924215827,16.9399602164,27.9150825469,22.3520654539,2262.8883769300
-865300.4281027341,-553971.3190804283,11.9877038849,12.9181868672,12.5898187361,2385.1185198400
512732.7186372204,-830080.0888924645,16.0395843042,35.5296969314,23.0217706219,2355.7914493700
554041.5121571978,-849114.3444085945,20.9901649391,44.2709863633,30.3857153687,2309.3274991000
490847.5605628638,-930741.3255514288,11.9948170766,17.9567361606,14.7926994727,1725.2771685900
582918.3272032897,-671229.5365665522,7.6686546485,22.5132822956,14.0117859045,2823.7857515000
614530.3724080299,-696379.1872493979,11.5913751042,17.1117572558,14.3002503407,3003.2162132200
659639.6539476314,-738811.5857423421,17.2775448700,18.8290714870,17.9645457945,2896.0626232900
728545.6713114734,-961011.9121778290,11.6833717476,18.6636258995,15.1740625372,2891.0750478100
785417.9605134100,-931613.4695324657,10.1651181085,21.6178639900,15.0054194432,2880.1296477800
800886.4092008191,-920961.7774111026,9.4960082147,16.4796352648,12.8636469271,2833.6646203600
509965.7155966387,-866933.1644936509,11.1762919260,11.8255772085,11.8407583015,1702.3152459400
451200.3362415465,-769348.0120350652,9.1287571325,9.5843564106,9.6363934321,1788.1234019900
596346.0095772285,-812593.0463253087,12.6692235917,17.8588331429,15.2606749430,2568.2879021200
612373.7564574173,-823352.7490070895,8.7842643323,11.8014580041,10.2490590540,2805.7160775400
624744.6497868693,-850143.2329573950,11.6246276732,13.1688028354,12.4917514293,2518.0436121300
641976.2611172539,-875191.4850847927,12.5246474743,14.6547031430,14.0449093250,2580.5437063200
663659.8923464339,-862125.3465295593,8.9344362804,12.0810061420,10.6404833817,2847.0819631800
568897.6552949543,-735219.7813284693,9.2931784839,23.2393314323,14.9753810572,2621.9365014200
827335.2730931491,-1804633.6224879017,15.5797039743,22.3528068065,18.3412701293,3188.9739144900
774498.8614200115,-1712509.4041184366,16.8671729215,28.0874906880,18.4755787950,2694.1540946600
622751.5294510809,-1483292.8652942330,33.4906265485,36.8046901714,34.9600932197,2049.2878461600
663831.3301929742,-1457957.1223175393,15.1133900127,15.8038395871,15.6725786919,2072.5159167000
734001.9390048009,-1435564.2437604701,11.4224189434,24.6667034872,16.7588479023,2264.7511762200
725486.2394402986,-1379013.9686582182,8.6189986546,18.7394149483,12.8279544107,2273.6103559200
763886.9655236097,-1465070.1921042218,12.2742227746,17.6694417459,14.7008869025,2300.7538848100
909559.2134999989,-1310956.3206275287,8.3102038133,20.6118462352,13.2820210262,3257.1750088900
286689.8067622755,-349700.6307297002,6.5429132608,13.5351762406,9.6146676054,2822.0644164800
329304.8201910302,-334937.9473599657,12.3906154912,14.7625891672,13.8051375283,2803.3063563200
326679.7652345081,-302393.8689468980,6.3201561587,18.4352575273,11.0550606553,3010.8037622400
348255.1426723326,-276371.2007108372,9.5684054127,13.9952348409,12.1271444012,3105.9972667200
388582.4454921645,-266985.8367148520,11.0880482357,13.1621526384,11.3988896332,2981.7740209100
477206.7375436155,-118286.6240772062,15.0245250786,15.3057453555,15.9808115670,3208.4783910200
554564.1902761158,-351955.6498612447,6.9840285476,10.3140247697,8.6586521199,3316.2663252400
1522849.4203209840,-549230.0835759245,10.9639389483,15.9219008347,13.7536153018,3609.0908683400
1084934.2623339582,-1106356.1442965900,13.7917076751,15.9416535531,15.3677998014,3701.4479447600
-559733.2400565670,305798.0372723801,11.4506913503,20.6430538805,15.8014479527,2435.8556390600
-357563.3607444142,289465.2093604186,10.4691931545,10.5579593579,10.6705495995,2291.8759624900
-341387.8790796291,302755.9445516264,6.3436762513,34.2936693172,15.4966107040,2540.7551550200
-331402.9666290330,327689.0493270503,13.0980275255,31.5859311429,21.6021997799,2807.9502142100
-319336.1086676929,349625.7642304206,12.1508021354,17.7685003109,15.3490463291,3339.1673763700
-292355.0111041612,353959.0996679211,8.6662139739,11.4247997746,10.4146576938,2827.1404601500
-264171.9140561336,342375.6147572678,2.4832730151,8.7281697532,4.9472714384,3182.8819664700
-254164.3900499463,353734.1026583239,5.8162194271,7.9863035730,7.2669715347,3213.9640187900
-500885.4216286759,319613.8839264006,9.1712180365,9.5976316003,9.5514923291,1911.3818231900
-503087.1617987897,301287.2393588381,4.5614928318,6.0925361634,5.2734837444,1647.7710958600
-466172.5738090295,317814.2809623310,9.3718027255,9.8943493491,10.0485676817,1943.0877874700
-452665.2777492637,332571.8620443581,7.9567370114,13.2447421135,10.8099419956,2190.0876245700
-418080.5423396613,290499.1848355458,9.3590007017,10.6663510946,10.5441711202,1962.7251018800
-388525.5651969961,285123.8721020676,10.3220807045,11.8826139697,11.2786132622,2138.9817703800
-376997.2625092737,284808.3981710774,8.9427660610,14.0674226018,11.5211273211,2161.5384625200
-355308.6764444179,275225.4466829802,9.7914330668,12.1636093830,11.2870265800,2292.5918242900
-571743.8158389170,167464.0489315479,12.4326874412,18.7119206736,15.9329279400,2355.1352195000
-524028.7187270416,150318.8354338680,11.4199701568,12.7973686915,11.8556983156,1772.2307580600
-493100.3090081019,152528.5053606724,6.6962577758,57.1786434121,19.7462206516,2112.7281090300
-824935.1771410715,228955.1648923990,19.9196741422,28.8269167680,24.2573628999,2045.9818423300
-788081.3113856359,152744.2535701818,8.6424336257,11.6386050434,9.8807845089,2212.3793379700
-913378.6365607675,201577.6455005602,8.9618447859,12.0569235647,10.4047687551,1728.8061532500
-905764.9549289233,101524.0225921509,7.5632983298,10.1999007860,9.1918677834,1985.0478198300
-558563.5992036406,-677041.0674541072,6.3443087086,10.1706980473,7.6112367600,1110.7350737600
-442550.5238264995,-708734.1600654722,6.1090195291,9.1576898228,6.4970287892,714.2337785450
-402275.6772016952,-713544.8998263824,5.3632054359,11.0852167221,7.1857860943,824.6482595140
-654711.0391443345,-573022.0804933724,11.6413245948,16.8957780721,14.4922608222,1466.0223583500
-805274.5767112587,-467393.9230604781,6.9883404228,7.0334086049,7.1169132215,2665.3115101000
-823586.9268035397,-478234.9963805788,10.7771925267,12.1483547009,11.7769472462,2662.6349709000
-886646.0434590945,-453385.8046711243,10.2937076030,15.6707589952,13.4856701899,3121.1969878100
-653164.5899865730,-544712.3089167138,8.5700878865,9.7074445785,9.3593438801,1733.3420859500
-685551.3546186418,-547149.9055932851,8.0905026359,11.6019041927,10.1104154765,1730.5495113100
-693344.9007188739,-531235.4066227857,4.9868035887,11.1025264221,7.6184327906,1770.5041796000
-666950.9972382260,-511450.3652305324,13.5036947566,19.9450989758,16.5784235612,1761.3951104500
-713929.5439029525,-487609.7182654419,10.1303652461,12.0253940580,11.5798561816,2080.1878166000
-733782.6731494570,-484609.9362512206,9.1624848048,13.1573874642,11.4773984689,2297.0207962200
-694844.4810803190,-453462.3009335250,11.1253049715,17.4956718312,14.2026331762,2008.5127198100
-711439.2504538206,-438088.7281252122,7.7933761442,9.7315668751,8.7445257811,2075.8779667500
-229485.3224873734,-572244.2975201739,4.5824604045,7.4987427896,5.7393597637,741.0985061560
-222554.8099388895,-608967.4641692142,8.6379473613,9.0509198775,9.2291774201,738.7862496000
-241495.1649578563,-535163.4729822504,7.2567557455,41.8148470537,14.9578536002,836.0405838100
1624544.2671878547,647600.1849586805,23.7325561442,32.9392037539,28.2048191812,2941.9741877000
221231.9155295886,-523626.2301422094,5.4155623703,8.1428302603,6.8341381269,1232.3165407400
-623496.5955828434,-898537.7357604050,10.0976251830,24.9134802668,14.1103981151,1066.7166660200
-648788.7936987046,-896966.7675171029,8.5709328329,21.5740368611,13.6209963694,1235.7733220200
-653875.3966398806,-869834.0988866511,6.2100998332,38.3529593818,13.8312803880,1207.0905705900
-737062.4291928713,-854922.9557131811,6.8779382931,15.7829465735,9.7856625670,1243.4980290800
-733829.3187496035,-846925.1761510355,8.3983213823,8.8403196891,8.7394020966,1220.2940647400
-907740.4532507522,-836361.8903210348,9.9559902252,12.6007620635,11.5847302825,2243.2857359100
-787262.8161795522,-696501.5742371137,14.9296570942,15.8100802509,15.7297506399,2035.8674718200
-836939.9545769820,-707146.2485846156,10.6173295233,12.3490040720,11.6846768931,2342.5057061900
1223919.2545241863,-1701844.9882052697,18.2330371148,21.8560106541,20.2088600479,3176.7460965300
666433.1848454513,-1114318.8930417779,13.6463847556,20.2247591948,16.8582233984,2757.7304673600
351187.1633781329,-615093.4062232674,7.8108090528,11.7546914670,9.9327319771,2048.3091107500
